CustomerID,Recency,Frequency,Monetary,CLV,R_Score,F_Score,M_Score,RFM_Segment,KMeans_Cluster,KMeans_Name
12823,25,16,208.97,601.83,3,4,3,Loyal Customers,2,Lost Customers
12824,51,10,195.06,275.38,1,2,3,Lost Customers,2,Lost Customers
12825,3,21,380.48,9131.52,5,4,5,Champions,3,Champions
12826,10,13,271.94,1957.97,4,3,4,Loyal Customers,0,Potential Loyalists
12827,47,7,27.96,42.83,2,1,1,Lost Customers,1,Lost Customers
12830,6,19,180.0,2160.0,5,4,3,Loyal Customers,0,Potential Loyalists
12832,13,14,171.55,950.12,4,3,3,Loyal Customers,0,Potential Loyalists
12836,18,8,52.67,210.68,3,1,1,Lost Customers,1,Lost Customers
12839,18,13,129.91,519.64,3,3,2,Loyal Customers,2,Lost Customers
12840,47,12,320.51,490.99,2,3,4,At Risk,2,Lost Customers
12845,116,12,142.34,88.35,1,3,2,Lost Customers,2,Lost Customers
12846,26,13,380.16,1052.75,2,3,5,At Risk,2,Lost Customers
12849,75,6,127.97,122.85,1,1,2,Lost Customers,1,Lost Customers
12850,11,10,58.59,383.5,4,2,1,Potential Loyalists,0,Potential Loyalists
12851,10,11,190.84,1374.05,4,2,3,Potential Loyalists,0,Potential Loyalists
12853,125,4,56.36,32.46,1,1,1,Lost Customers,1,Lost Customers
12854,4,17,329.02,5922.36,5,4,4,Champions,3,Champions
12855,35,25,214.35,440.95,2,5,3,At Risk,2,Lost Customers
12860,17,8,72.91,308.8,3,1,1,Lost Customers,1,Lost Customers
12863,4,13,108.54,1953.72,5,3,2,Loyal Customers,0,Potential Loyalists
12867,14,8,76.95,395.74,4,1,1,Potential Loyalists,1,Lost Customers
12870,1,10,283.6,20419.2,5,2,4,Potential Loyalists,0,Potential Loyalists
12872,31,10,92.85,215.65,2,2,1,Lost Customers,1,Lost Customers
12874,5,14,285.0,4104.0,5,3,4,Loyal Customers,0,Potential Loyalists
12875,13,7,96.14,532.47,4,1,1,Potential Loyalists,1,Lost Customers
12876,5,23,173.79,2502.58,5,5,3,Loyal Customers,3,Champions
12878,24,13,182.85,548.55,3,3,3,Loyal Customers,2,Lost Customers
12882,22,20,255.72,836.9,3,4,4,Loyal Customers,2,Lost Customers
12884,76,8,279.33,264.63,1,1,4,Lost Customers,2,Lost Customers
12885,1,13,330.1,23767.2,5,3,4,Loyal Customers,0,Potential Loyalists
12886,31,16,316.34,734.73,2,4,4,At Risk,2,Lost Customers
12888,74,8,35.95,34.98,1,1,1,Lost Customers,1,Lost Customers
12891,16,23,315.45,1419.52,3,5,4,Loyal Customers,3,Champions
12892,25,15,243.95,702.58,3,4,4,Loyal Customers,2,Lost Customers
12894,4,30,378.52,6813.36,5,5,5,Champions,3,Champions
12895,17,34,698.96,2960.3,3,5,5,Loyal Customers,3,Champions
12899,7,21,292.9,3012.69,5,4,4,Champions,3,Champions
12900,4,5,76.71,1380.78,5,1,1,Potential Loyalists,0,Potential Loyalists
12901,99,6,76.04,55.3,1,1,1,Lost Customers,1,Lost Customers
12902,1,17,543.83,39155.76,5,4,5,Champions,3,Champions
12905,37,9,374.28,728.33,2,1,5,Lost Customers,2,Lost Customers
12906,57,13,152.37,192.47,1,3,2,Lost Customers,2,Lost Customers
12909,4,19,323.03,5814.54,5,4,4,Champions,3,Champions
12910,32,15,279.04,627.84,2,4,4,At Risk,2,Lost Customers
12913,47,25,364.77,558.8,2,5,5,At Risk,2,Lost Customers
12914,22,6,113.82,372.5,3,1,2,Lost Customers,1,Lost Customers
12916,93,9,87.81,67.98,1,1,1,Lost Customers,1,Lost Customers
12917,58,25,393.67,488.69,1,5,5,At Risk,2,Lost Customers
12918,22,19,282.71,925.23,3,4,4,Loyal Customers,2,Lost Customers
12919,90,9,116.53,93.22,1,1,2,Lost Customers,1,Lost Customers
12920,1,25,266.59,19194.48,5,5,4,Champions,3,Champions
12922,4,28,336.61,6058.98,5,5,5,Champions,3,Champions
12923,75,6,93.51,89.77,1,1,1,Lost Customers,1,Lost Customers
12924,38,9,103.87,196.81,2,1,2,Lost Customers,1,Lost Customers
12928,7,25,487.73,5016.65,5,5,5,Champions,3,Champions
12929,15,17,421.99,2025.55,3,4,5,Loyal Customers,3,Champions
12930,59,11,159.86,195.08,1,2,3,Lost Customers,2,Lost Customers
12933,4,25,354.25,6376.5,5,5,5,Champions,3,Champions
12934,92,9,115.35,90.27,1,1,2,Lost Customers,1,Lost Customers
12935,27,49,632.87,1687.65,2,5,5,At Risk,3,Champions
12936,18,9,343.98,1375.92,3,1,5,Big Spenders,2,Lost Customers
12938,4,29,348.62,6275.16,5,5,5,Champions,3,Champions
12939,30,17,236.12,566.69,2,4,4,At Risk,2,Lost Customers
12942,10,8,44.53,320.62,4,1,1,Potential Loyalists,1,Lost Customers
12943,14,32,327.8,1685.83,4,5,4,Champions,3,Champions
12946,10,17,312.39,2249.21,4,4,4,Champions,3,Champions
12948,40,13,198.35,357.03,2,3,3,At Risk,2,Lost Customers
12950,41,18,429.54,754.31,2,4,5,At Risk,2,Lost Customers
12951,76,5,49.16,46.57,1,1,1,Lost Customers,1,Lost Customers
12953,23,15,305.47,956.25,3,4,4,Loyal Customers,2,Lost Customers
12954,2,30,577.89,20804.04,5,5,5,Champions,3,Champions
12955,5,10,306.84,4418.5,5,2,4,Potential Loyalists,0,Potential Loyalists
12956,4,35,487.96,8783.28,5,5,5,Champions,3,Champions
12959,16,26,418.76,1884.42,3,5,5,Loyal Customers,3,Champions
12961,24,12,49.89,149.67,3,3,1,Loyal Customers,1,Lost Customers
12962,97,10,85.6,63.54,1,2,1,Lost Customers,1,Lost Customers
12963,12,29,474.35,2846.1,4,5,5,Champions,3,Champions
12966,3,13,162.62,3902.88,5,3,3,Loyal Customers,0,Potential Loyalists
12968,33,18,134.38,293.19,2,4,2,Cannot Lose Them,2,Lost Customers
12971,41,7,147.63,259.25,2,1,2,Lost Customers,1,Lost Customers
12973,18,7,81.09,324.36,3,1,1,Lost Customers,1,Lost Customers
12974,14,11,94.08,483.84,4,2,1,Potential Loyalists,0,Potential Loyalists
12975,23,6,75.21,235.44,3,1,1,Lost Customers,1,Lost Customers
12976,8,25,592.81,5335.29,4,5,5,Champions,3,Champions
12980,1,30,640.08,46085.76,5,5,5,Champions,3,Champions
12983,30,10,112.89,270.94,2,2,2,Lost Customers,1,Lost Customers
12984,1,21,441.21,31767.12,5,4,5,Champions,3,Champions
12985,24,11,203.53,610.59,3,2,3,Lost Customers,2,Lost Customers
12986,8,10,38.61,347.49,4,2,1,Potential Loyalists,0,Potential Loyalists
12987,7,39,611.05,6285.09,5,5,5,Champions,3,Champions
12988,47,11,149.12,228.44,2,2,2,Lost Customers,2,Lost Customers
12989,5,16,316.49,4557.46,5,4,4,Champions,3,Champions
12991,3,10,460.89,11061.36,5,2,5,Potential Loyalists,0,Potential Loyalists
12992,59,13,162.36,198.13,1,3,3,At Risk,2,Lost Customers
12995,161,3,32.86,14.7,1,1,1,Lost Customers,1,Lost Customers
12998,25,7,96.95,279.22,3,1,1,Lost Customers,1,Lost Customers
13000,7,8,175.37,1803.81,5,1,3,Potential Loyalists,0,Potential Loyalists
13004,47,11,105.38,161.43,2,2,2,Lost Customers,1,Lost Customers
13007,49,17,256.9,377.49,1,4,4,At Risk,2,Lost Customers
13008,2,14,156.5,5634.0,5,3,3,Loyal Customers,0,Potential Loyalists
13011,31,26,327.0,759.48,2,5,4,At Risk,3,Champions
13012,25,13,185.62,534.59,3,3,3,Loyal Customers,2,Lost Customers
13013,42,14,135.06,231.53,2,3,2,Lost Customers,2,Lost Customers
13014,3,20,296.36,7112.64,5,4,4,Champions,3,Champions
13015,15,22,317.06,1521.89,3,5,4,Loyal Customers,3,Champions
13016,11,57,769.34,5035.68,4,5,5,Champions,3,Champions
13019,34,13,311.25,659.12,2,3,4,At Risk,2,Lost Customers
13021,7,11,163.11,1677.7,5,2,3,Potential Loyalists,0,Potential Loyalists
13023,51,11,204.4,288.56,1,2,3,Lost Customers,2,Lost Customers
13026,9,10,85.08,680.64,4,2,1,Potential Loyalists,0,Potential Loyalists
13028,296,3,9.95,2.42,1,1,1,Lost Customers,1,Lost Customers
13031,40,12,418.57,753.43,2,3,5,At Risk,2,Lost Customers
13035,36,19,116.0,232.0,2,4,2,Cannot Lose Them,2,Lost Customers
13037,14,14,158.43,814.78,4,3,3,Loyal Customers,0,Potential Loyalists
13040,22,4,54.54,178.49,3,1,1,Lost Customers,1,Lost Customers
13043,2,33,519.22,18691.92,5,5,5,Champions,3,Champions
13045,66,12,123.06,134.25,1,3,2,Lost Customers,2,Lost Customers
13048,50,5,84.86,122.2,1,1,1,Lost Customers,1,Lost Customers
13050,24,21,252.86,758.58,3,4,4,Loyal Customers,2,Lost Customers
13054,18,16,139.12,556.48,3,4,2,Loyal Customers,2,Lost Customers
13058,4,23,399.41,7189.38,5,5,5,Champions,3,Champions
13059,20,16,227.48,818.93,3,4,3,Loyal Customers,2,Lost Customers
13060,31,13,226.37,525.76,2,3,3,At Risk,2,Lost Customers
13062,22,18,274.15,897.22,3,4,4,Loyal Customers,2,Lost Customers
13063,24,12,133.97,401.91,3,3,2,Loyal Customers,2,Lost Customers
13065,36,11,170.31,340.62,2,2,3,Lost Customers,2,Lost Customers
13066,24,11,130.46,391.38,3,2,2,Lost Customers,2,Lost Customers
13067,82,8,76.73,67.37,1,1,1,Lost Customers,1,Lost Customers
13069,23,6,22.79,71.34,3,1,1,Lost Customers,1,Lost Customers
13070,13,12,366.47,2029.68,4,3,5,Loyal Customers,2,Lost Customers
13072,23,16,255.83,800.86,3,4,4,Loyal Customers,2,Lost Customers
13076,16,7,86.55,389.48,3,1,1,Lost Customers,1,Lost Customers
13077,4,12,312.38,5622.84,5,3,4,Loyal Customers,0,Potential Loyalists
13080,50,13,166.86,240.28,1,3,3,At Risk,2,Lost Customers
13081,20,21,477.49,1718.96,3,4,5,Loyal Customers,3,Champions
13082,54,23,239.02,318.69,1,5,4,At Risk,2,Lost Customers
13085,9,12,145.42,1163.36,4,3,2,Loyal Customers,0,Potential Loyalists
13088,2,10,85.55,3079.8,5,2,1,Potential Loyalists,0,Potential Loyalists
13089,30,9,408.4,980.16,2,1,5,Lost Customers,2,Lost Customers
13091,23,8,71.6,224.14,3,1,1,Lost Customers,1,Lost Customers
13098,9,35,524.53,4196.24,4,5,5,Champions,3,Champions
13100,14,13,88.49,455.09,4,3,1,Loyal Customers,0,Potential Loyalists
13106,7,13,165.56,1702.9,5,3,3,Loyal Customers,0,Potential Loyalists
13107,72,8,116.23,116.23,1,1,2,Lost Customers,1,Lost Customers
13110,11,11,174.12,1139.69,4,2,3,Potential Loyalists,0,Potential Loyalists
13118,57,14,136.15,171.98,1,3,2,Lost Customers,2,Lost Customers
13120,16,21,267.48,1203.66,3,4,4,Loyal Customers,3,Champions
13122,16,9,109.39,492.26,3,1,2,Lost Customers,0,Potential Loyalists
13124,15,14,230.63,1107.02,3,3,4,Loyal Customers,2,Lost Customers
13125,5,18,328.45,4729.68,5,4,4,Champions,3,Champions
13130,9,13,297.36,2378.88,4,3,4,Loyal Customers,0,Potential Loyalists
13131,12,9,193.53,1161.18,4,1,3,Potential Loyalists,0,Potential Loyalists
13132,9,19,262.2,2097.6,4,4,4,Champions,3,Champions
13133,19,9,263.48,998.45,3,1,4,Big Spenders,2,Lost Customers
13134,35,9,79.12,162.76,2,1,1,Lost Customers,1,Lost Customers
13136,12,26,772.77,4636.62,4,5,5,Champions,3,Champions
13137,53,10,118.34,160.76,1,2,2,Lost Customers,1,Lost Customers
13138,115,8,102.39,64.11,1,1,1,Lost Customers,1,Lost Customers
13139,16,14,171.97,773.87,3,3,3,Loyal Customers,2,Lost Customers
13140,45,11,187.61,300.18,2,2,3,Lost Customers,2,Lost Customers
13141,2,20,393.8,14176.8,5,4,5,Champions,3,Champions
13143,46,14,135.38,211.9,2,3,2,Lost Customers,2,Lost Customers
13145,4,11,172.83,3110.94,5,2,3,Potential Loyalists,0,Potential Loyalists
13147,56,8,64.04,82.34,1,1,1,Lost Customers,1,Lost Customers
13148,90,11,110.08,88.06,1,2,2,Lost Customers,1,Lost Customers
13150,10,13,137.21,987.91,4,3,2,Loyal Customers,0,Potential Loyalists
13154,46,26,268.45,420.18,2,5,4,At Risk,2,Lost Customers
13155,6,10,96.34,1156.08,5,2,1,Potential Loyalists,0,Potential Loyalists
13156,4,9,86.18,1551.24,5,1,1,Potential Loyalists,0,Potential Loyalists
13159,12,9,87.19,523.14,4,1,1,Potential Loyalists,0,Potential Loyalists
13160,13,8,148.69,823.51,4,1,2,Potential Loyalists,0,Potential Loyalists
13165,5,7,112.19,1615.54,5,1,2,Potential Loyalists,0,Potential Loyalists
13166,8,8,60.21,541.89,4,1,1,Potential Loyalists,0,Potential Loyalists
13167,4,13,187.04,3366.72,5,3,3,Loyal Customers,0,Potential Loyalists
13169,10,27,356.88,2569.54,4,5,5,Champions,3,Champions
13171,71,7,215.54,218.58,1,1,3,Lost Customers,2,Lost Customers
13177,21,23,296.2,1015.54,3,5,4,Loyal Customers,3,Champions
13178,22,11,180.81,591.74,3,2,3,Lost Customers,2,Lost Customers
13179,36,16,154.41,308.82,2,4,2,Cannot Lose Them,2,Lost Customers
13182,88,11,155.71,127.4,1,2,2,Lost Customers,2,Lost Customers
13184,11,22,380.32,2489.37,4,5,5,Champions,3,Champions
13185,38,16,242.04,458.6,2,4,4,At Risk,2,Lost Customers
13190,16,12,152.57,686.56,3,3,2,Loyal Customers,2,Lost Customers
13191,5,11,133.77,1926.29,5,2,2,Potential Loyalists,0,Potential Loyalists
13196,15,11,273.19,1311.31,3,2,4,Big Spenders,2,Lost Customers
13198,20,15,187.8,676.08,3,4,3,Loyal Customers,2,Lost Customers
13202,15,8,177.4,851.52,3,1,3,Lost Customers,0,Potential Loyalists
13205,7,21,272.67,2804.61,5,4,4,Champions,3,Champions
13206,3,10,109.17,2620.08,5,2,2,Potential Loyalists,0,Potential Loyalists
13207,23,10,111.47,348.95,3,2,2,Lost Customers,1,Lost Customers
13208,1,16,310.17,22332.24,5,4,4,Champions,0,Potential Loyalists
13213,24,11,110.24,330.72,3,2,2,Lost Customers,1,Lost Customers
13214,164,5,108.76,47.75,1,1,2,Lost Customers,1,Lost Customers
13217,26,12,75.46,208.97,2,3,1,Lost Customers,1,Lost Customers
13218,1,18,312.06,22468.32,5,4,4,Champions,3,Champions
13227,14,10,123.29,634.06,4,2,2,Potential Loyalists,0,Potential Loyalists
13228,31,11,165.54,384.48,2,2,3,Lost Customers,2,Lost Customers
13229,13,9,106.18,588.07,4,1,2,Potential Loyalists,0,Potential Loyalists
13232,15,11,116.9,561.12,3,2,2,Lost Customers,0,Potential Loyalists
13236,6,11,173.73,2084.76,5,2,3,Potential Loyalists,0,Potential Loyalists
13237,24,12,111.4,334.2,3,3,2,Loyal Customers,2,Lost Customers
13238,44,13,196.41,321.4,2,3,3,At Risk,2,Lost Customers
13239,29,18,277.13,688.05,2,4,4,At Risk,2,Lost Customers
13240,149,5,68.3,33.0,1,1,1,Lost Customers,1,Lost Customers
13241,39,16,157.86,291.43,2,4,3,At Risk,2,Lost Customers
13243,1,47,753.46,54249.12,5,5,5,Champions,3,Champions
13245,5,17,272.66,3926.3,5,4,4,Champions,3,Champions
13246,17,12,98.81,418.49,3,3,1,Loyal Customers,0,Potential Loyalists
13247,10,14,143.55,1033.56,4,3,2,Loyal Customers,0,Potential Loyalists
13248,1,13,220.3,15861.6,5,3,3,Loyal Customers,0,Potential Loyalists
13249,38,17,200.8,380.46,2,4,3,At Risk,2,Lost Customers
13250,13,27,707.04,3915.91,4,5,5,Champions,3,Champions
13252,11,47,1054.21,6900.28,4,5,5,Champions,3,Champions
13254,33,13,204.42,446.01,2,3,3,At Risk,2,Lost Customers
13256,24,10,342.35,1027.05,3,2,5,Big Spenders,2,Lost Customers
13257,51,15,193.32,272.92,1,4,3,At Risk,2,Lost Customers
13262,50,11,97.2,139.97,1,2,1,Lost Customers,1,Lost Customers
13264,1,10,101.6,7315.2,5,2,1,Potential Loyalists,0,Potential Loyalists
13265,45,15,208.93,334.29,2,4,3,At Risk,2,Lost Customers
13266,59,8,68.79,83.95,1,1,1,Lost Customers,1,Lost Customers
13267,3,12,212.94,5110.56,5,3,3,Loyal Customers,0,Potential Loyalists
13269,90,14,158.86,127.09,1,3,3,At Risk,2,Lost Customers
13273,29,7,67.3,167.09,2,1,1,Lost Customers,1,Lost Customers
13274,6,16,300.42,3605.04,5,4,4,Champions,3,Champions
13275,11,10,184.84,1209.86,4,2,3,Potential Loyalists,0,Potential Loyalists
13276,56,9,186.41,239.67,1,1,3,Lost Customers,2,Lost Customers
13279,9,10,106.23,849.84,4,2,2,Potential Loyalists,0,Potential Loyalists
13280,4,15,245.14,4412.52,5,4,4,Champions,0,Potential Loyalists
13282,180,8,54.53,21.81,1,1,1,Lost Customers,1,Lost Customers
13283,24,17,225.48,676.44,3,4,3,Loyal Customers,2,Lost Customers
13284,2,11,65.26,2349.36,5,2,1,Potential Loyalists,0,Potential Loyalists
13285,98,9,94.72,69.59,1,1,1,Lost Customers,1,Lost Customers
13286,40,6,108.28,194.9,2,1,2,Lost Customers,1,Lost Customers
13290,6,10,165.5,1986.0,5,2,3,Potential Loyalists,0,Potential Loyalists
13291,92,3,12.9,10.1,1,1,1,Lost Customers,1,Lost Customers
13296,47,11,275.09,421.41,2,2,4,Lost Customers,2,Lost Customers
13299,17,8,243.36,1030.7,3,1,4,Big Spenders,2,Lost Customers
13300,1,25,503.42,36246.24,5,5,5,Champions,3,Champions
13301,19,22,363.52,1377.55,3,5,5,Loyal Customers,3,Champions
13303,40,9,41.77,75.19,2,1,1,Lost Customers,1,Lost Customers
13304,3,33,615.16,14763.84,5,5,5,Champions,3,Champions
13306,25,7,50.36,145.04,3,1,1,Lost Customers,1,Lost Customers
13307,23,25,292.17,914.62,3,5,4,Loyal Customers,3,Champions
13308,15,13,254.5,1221.6,3,3,4,Loyal Customers,2,Lost Customers
13309,25,9,125.35,361.01,3,1,2,Lost Customers,1,Lost Customers
13311,12,29,448.18,2689.08,4,5,5,Champions,3,Champions
13312,14,23,340.44,1750.83,4,5,5,Champions,3,Champions
13314,7,9,86.0,884.57,5,2,1,Potential Loyalists,0,Potential Loyalists
13316,18,31,579.77,2319.08,3,5,5,Loyal Customers,3,Champions
13318,11,9,102.5,670.91,4,2,1,Potential Loyalists,0,Potential Loyalists
13324,29,22,441.51,1096.16,2,5,5,At Risk,3,Champions
13325,7,11,313.12,3220.66,5,2,4,Potential Loyalists,0,Potential Loyalists
13326,1,13,240.15,17290.8,5,3,4,Loyal Customers,0,Potential Loyalists
13327,5,15,136.79,1969.78,5,4,2,Loyal Customers,0,Potential Loyalists
13329,14,14,172.43,886.78,4,3,3,Loyal Customers,2,Lost Customers
13331,57,8,50.65,63.98,1,1,1,Lost Customers,1,Lost Customers
13332,18,12,293.07,1172.28,3,3,4,Loyal Customers,2,Lost Customers
13333,100,10,101.2,72.86,1,2,1,Lost Customers,1,Lost Customers
13336,26,4,19.77,54.75,2,1,1,Lost Customers,1,Lost Customers
13341,2,11,113.7,4093.2,5,2,2,Potential Loyalists,0,Potential Loyalists
13342,71,8,144.51,146.55,1,1,2,Lost Customers,1,Lost Customers
13343,36,10,215.19,430.38,2,2,3,Lost Customers,2,Lost Customers
13347,71,8,56.91,57.71,1,1,1,Lost Customers,1,Lost Customers
13348,2,19,219.46,7900.56,5,4,3,Loyal Customers,0,Potential Loyalists
13353,25,11,148.24,426.93,3,2,2,Lost Customers,2,Lost Customers
13355,37,5,158.56,308.55,2,1,3,Lost Customers,1,Lost Customers
13356,55,10,129.82,169.95,1,2,2,Lost Customers,1,Lost Customers
13358,6,17,202.08,2424.96,5,4,3,Loyal Customers,0,Potential Loyalists
13363,50,16,195.26,281.17,1,4,3,At Risk,2,Lost Customers
13364,28,10,67.65,173.96,2,2,1,Lost Customers,1,Lost Customers
13365,1,36,584.84,42108.48,5,5,5,Champions,3,Champions
13367,22,8,133.19,435.89,3,1,2,Lost Customers,1,Lost Customers
13368,94,13,201.91,154.65,1,3,3,At Risk,2,Lost Customers
13369,21,27,525.25,1800.86,3,5,5,Loyal Customers,3,Champions
13376,11,12,196.6,1286.84,4,3,3,Loyal Customers,0,Potential Loyalists
13377,66,13,387.7,422.95,1,3,5,At Risk,2,Lost Customers
13378,17,10,238.38,1009.61,3,2,4,Big Spenders,2,Lost Customers
13380,40,13,480.87,865.57,2,3,5,At Risk,2,Lost Customers
13381,41,8,67.62,118.75,2,1,1,Lost Customers,1,Lost Customers
13382,27,11,193.43,515.81,2,2,3,Lost Customers,2,Lost Customers
13384,35,6,103.76,213.45,2,1,2,Lost Customers,1,Lost Customers
13386,35,6,103.85,213.63,2,1,2,Lost Customers,1,Lost Customers
13387,19,25,403.32,1528.37,3,5,5,Loyal Customers,3,Champions
13388,7,24,290.55,2988.51,5,5,4,Champions,3,Champions
13389,14,26,490.25,2521.29,4,5,5,Champions,3,Champions
13390,4,11,168.63,3035.34,5,2,3,Potential Loyalists,0,Potential Loyalists
13394,19,10,147.16,557.66,3,2,2,Lost Customers,2,Lost Customers
13395,80,7,109.01,98.11,1,1,2,Lost Customers,1,Lost Customers
13396,66,11,83.15,90.71,1,2,1,Lost Customers,1,Lost Customers
13399,14,12,229.14,1178.43,4,3,4,Loyal Customers,2,Lost Customers
13401,1,15,247.45,17816.4,5,4,4,Champions,0,Potential Loyalists
13403,51,12,421.74,595.4,1,3,5,At Risk,2,Lost Customers
13404,15,17,168.17,807.22,3,4,3,Loyal Customers,2,Lost Customers
13408,2,11,78.95,2842.2,5,2,1,Potential Loyalists,0,Potential Loyalists
13409,55,20,265.89,348.07,1,4,4,At Risk,2,Lost Customers
13418,29,9,77.77,193.08,2,2,1,Lost Customers,1,Lost Customers
13422,55,8,96.61,126.47,1,1,1,Lost Customers,1,Lost Customers
13428,13,10,225.4,1248.37,4,2,3,Potential Loyalists,0,Potential Loyalists
13431,1,25,336.59,24234.48,5,5,4,Champions,3,Champions
13435,97,6,88.08,65.38,1,1,1,Lost Customers,1,Lost Customers
13439,3,19,301.99,7247.76,5,4,4,Champions,3,Champions
13440,10,8,86.7,624.24,4,1,1,Potential Loyalists,0,Potential Loyalists
13441,57,10,156.41,197.57,1,2,2,Lost Customers,2,Lost Customers
13442,7,20,314.7,3236.91,5,4,4,Champions,3,Champions
13445,15,17,320.18,1536.86,3,4,4,Loyal Customers,2,Lost Customers
13447,66,10,107.33,117.09,1,2,2,Lost Customers,1,Lost Customers
13449,13,25,308.77,1710.11,4,5,4,Champions,3,Champions
13453,59,13,233.04,284.39,1,3,4,At Risk,2,Lost Customers
13455,50,9,302.53,435.64,1,2,4,Lost Customers,2,Lost Customers
13457,25,8,193.98,558.66,3,1,3,Lost Customers,2,Lost Customers
13458,38,13,204.65,387.76,2,3,3,At Risk,2,Lost Customers
13459,56,8,40.32,51.84,1,1,1,Lost Customers,1,Lost Customers
13460,18,30,365.16,1460.64,3,5,5,Loyal Customers,3,Champions
13461,15,12,135.27,649.3,3,3,2,Loyal Customers,0,Potential Loyalists
13462,34,17,338.69,717.23,2,4,5,At Risk,2,Lost Customers
13463,15,24,354.41,1701.17,3,5,5,Loyal Customers,3,Champions
13466,29,25,423.46,1051.35,2,5,5,At Risk,3,Champions
13470,28,11,103.8,266.91,2,2,2,Lost Customers,1,Lost Customers
13474,10,12,62.76,451.87,4,3,1,Loyal Customers,0,Potential Loyalists
13475,23,6,193.92,607.05,3,1,3,Lost Customers,1,Lost Customers
13478,17,24,299.06,1266.61,3,5,4,Loyal Customers,3,Champions
13481,3,8,114.8,2755.2,5,1,2,Potential Loyalists,0,Potential Loyalists
13484,95,7,78.43,59.44,1,1,1,Lost Customers,1,Lost Customers
13486,29,9,147.56,366.36,2,2,2,Lost Customers,2,Lost Customers
13492,43,6,89.97,150.65,2,1,1,Lost Customers,1,Lost Customers
13493,70,19,244.5,251.49,1,4,4,At Risk,2,Lost Customers
13494,1,7,67.5,4860.0,5,1,1,Potential Loyalists,0,Potential Loyalists
13495,11,26,257.99,1688.66,4,5,4,Champions,3,Champions
13497,16,6,59.53,267.89,3,1,1,Lost Customers,1,Lost Customers
13500,5,31,323.42,4657.25,5,5,4,Champions,3,Champions
13508,47,7,95.44,146.21,2,1,1,Lost Customers,1,Lost Customers
13510,69,12,73.77,76.98,1,3,1,Lost Customers,1,Lost Customers
13516,38,7,45.7,86.59,2,1,1,Lost Customers,1,Lost Customers
13517,18,19,246.3,985.2,3,4,4,Loyal Customers,2,Lost Customers
13518,45,18,198.94,318.3,2,4,3,At Risk,2,Lost Customers
13519,107,8,72.83,49.01,1,1,1,Lost Customers,1,Lost Customers
13521,72,10,245.78,245.78,1,2,4,Lost Customers,2,Lost Customers
13522,269,3,9.3,2.49,1,1,1,Lost Customers,1,Lost Customers
13523,5,11,166.44,2396.74,5,2,3,Potential Loyalists,0,Potential Loyalists
13524,13,18,202.78,1123.09,4,4,3,Loyal Customers,2,Lost Customers
13525,83,5,52.66,45.68,1,1,1,Lost Customers,1,Lost Customers
13527,11,12,149.0,975.27,4,3,2,Loyal Customers,0,Potential Loyalists
13528,120,8,66.15,39.69,1,1,1,Lost Customers,1,Lost Customers
13529,11,29,616.79,4037.17,4,5,5,Champions,3,Champions
13531,3,46,675.91,16221.84,5,5,5,Champions,3,Champions
13537,12,10,182.49,1094.94,4,2,3,Potential Loyalists,0,Potential Loyalists
13540,9,15,236.01,1888.08,4,4,4,Champions,0,Potential Loyalists
13542,102,10,176.43,124.54,1,2,3,Lost Customers,2,Lost Customers
13546,57,9,101.18,127.81,1,2,1,Lost Customers,1,Lost Customers
13547,1,14,192.85,13885.2,5,3,3,Loyal Customers,0,Potential Loyalists
13548,14,8,55.57,285.79,4,1,1,Potential Loyalists,1,Lost Customers
13549,24,11,167.18,501.54,3,2,3,Lost Customers,2,Lost Customers
13555,81,13,200.3,178.04,1,3,3,At Risk,2,Lost Customers
13556,6,26,477.3,5727.6,5,5,5,Champions,3,Champions
13560,26,34,488.67,1353.24,2,5,5,At Risk,3,Champions
13567,29,31,467.7,1161.19,2,5,5,At Risk,3,Champions
13568,6,13,115.75,1389.0,5,3,2,Loyal Customers,0,Potential Loyalists
13570,2,20,216.77,7803.72,5,4,3,Loyal Customers,3,Champions
13571,25,15,215.79,621.48,3,4,3,Loyal Customers,2,Lost Customers
13572,57,10,130.92,165.37,1,2,2,Lost Customers,1,Lost Customers
13573,5,33,497.74,7167.46,5,5,5,Champions,3,Champions
13574,10,21,275.15,1981.08,4,4,4,Champions,3,Champions
13576,10,14,276.21,1988.71,4,3,4,Loyal Customers,0,Potential Loyalists
13577,1,22,343.55,24735.6,5,5,5,Champions,3,Champions
13579,47,5,25.8,39.52,2,1,1,Lost Customers,1,Lost Customers
13581,13,9,58.3,322.89,4,2,1,Potential Loyalists,1,Lost Customers
13584,15,12,91.72,440.26,3,3,1,Loyal Customers,0,Potential Loyalists
13585,13,26,350.42,1940.79,4,5,5,Champions,3,Champions
13587,13,16,309.91,1716.42,4,4,4,Champions,2,Lost Customers
13588,9,9,114.94,919.52,4,2,2,Potential Loyalists,0,Potential Loyalists
13589,13,11,137.35,760.71,4,2,2,Potential Loyalists,0,Potential Loyalists
13591,15,20,342.0,1641.6,3,4,5,Loyal Customers,3,Champions
13594,43,15,168.65,282.39,2,4,3,At Risk,2,Lost Customers
13596,7,9,152.59,1569.5,5,2,2,Potential Loyalists,0,Potential Loyalists
13597,24,10,154.87,464.61,3,2,2,Lost Customers,2,Lost Customers
13601,29,11,313.25,777.72,2,2,4,Lost Customers,2,Lost Customers
13602,7,10,96.65,994.11,5,2,1,Potential Loyalists,0,Potential Loyalists
